path,label
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/7b2dd7f1-d16e-47b6-8750-cfaf315aad87___FREC_C.Rust 0109_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/ef39563c-7897-48be-b7d5-5371b873b110___RS_HL 8024_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/bcc248dc-0c65-46f0-b80e-bac2b8db5045___FREC_C.Rust 0013_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/fad6efb7-4486-4c45-8b23-1b6cf2a2912a___RS_HL 6077_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/4ab5d6f0-6f9a-4af3-ab4d-6daf034edeff___RS_HL 7889_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/b6808ea5-f26b-49fa-87b2-a1bbbc98d74c___RS_HL 6095_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/9b958d1b-ef54-4290-9636-4aa08eb55dda___RS_HL 5843_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/4b2958d2-b93d-4ed1-b899-01a6c3a5b8b6___RS_HL 7768_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/13227870-bd81-48a1-97a0-8c5bcecef8f7___RS_HL 7452_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/a038a218-4c69-4f5a-9887-80fac9888782___FREC_Scab 3008_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d54ab4d3-cd8b-4485-81b5-a38273f5fe1f___RS_HL 6076_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/1d59f109-9793-403b-88d7-73bc3b17d601___JR_FrgE.S 8592_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/bfe9c599-e0d3-4ce6-8d8a-403df3d265cc___RS_HL 8058_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/1141dcab-cf2a-40e4-8b19-a33aa318f875___RS_HL 5689_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/e1049a9b-7eb2-423b-9a2f-299d24499732___RS_HL 7344_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/2d1542c5-6771-4433-a912-313e77945d85___RS_HL 5683_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/0ea78733-9404-4536-8793-a108c66269b3___FREC_Scab 3145_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/fc170fda-2b0d-4b02-a569-fbe37a23264d___FREC_C.Rust 3704_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/a97c2088-9bf7-4840-8a41-813aadae4aa6___JR_FrgE.S 2793_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d9cf36cf-9ce1-4846-927e-17287008563e___RS_HL 7335_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/9d03ec86-ab87-4193-8589-9cfeada9fe70___FREC_C.Rust 4442_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/52d5723a-b498-4759-89a1-a7d815689716___FREC_Scab 3034_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/e0b3b9e7-70ab-4cd5-ba2f-2924568dc837___RS_HL 7774_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/6d6f5a72-4c92-4163-b3dc-9a8f74f9edb7___FREC_Scab 3480_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/270ca100-e754-4ed1-9fe8-0d3270cba958___RS_HL 5660_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/4f9b8500-4510-4d79-bcbf-d9b680cd8fe8___RS_HL 6304_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/43baab18-d60b-49df-b2d5-a27d16164317___JR_FrgE.S 8604_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/26f830c1-f86f-438b-9045-3531ef02ea9c___RS_HL 8122_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/cc97a80b-968e-46ba-a7ad-afd3d0ffb21f___RS_HL 6048_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/688b1671-7399-46a1-b93e-53b11cf210f7___RS_HL 7842_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/f54d34aa-d0a9-40c4-8277-6c65ef9a3203___JR_FrgE.S 2827_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/e99a7776-9700-4845-bec6-b3db896f5562___RS_HL 7732_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/4e1c6d80-4ab3-4c4b-9b4d-ecd62293569c___JR_FrgE.S 2773_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/b1784ebf-1145-4997-8e7c-4238d0ee2575___RS_HL 6299_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/5ba35826-8831-4638-a443-5c28f80c4de8___FREC_C.Rust 0212_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/b884b0a2-44bb-4bf5-b335-946b1757c822___FREC_C.Rust 3955_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/28f01d7f-27f8-4cf1-a473-ef4744b2dc61___JR_FrgE.S 8597_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/795c112f-bd6c-4d70-8986-b1c2fb62cbf2___FREC_Scab 3384_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/55e3aeb1-2c97-4cdd-9b75-8ab8d94c8447___RS_HL 7778_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/ecfabcf4-106e-4357-8058-948dcb2f4798___JR_FrgE.S 8821_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/474cf33e-0289-4014-bb8a-8004b87b471b___FREC_Scab 3425_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/ee625c73-927a-4959-ac97-d98a753ae99c___FREC_C.Rust 9904_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/71689ece-34cc-4210-ad88-23ee1d26dfde___RS_HL 7924_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/fa8eff59-b9f9-45d9-a8f4-eca6fa5a8896___JR_FrgE.S 8647_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/274144ec-893c-43fb-ad9a-18f71ead2e58___RS_HL 5971_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/cd7bc55c-1c47-4af7-9875-f29147d54115___FREC_Scab 3471_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/edb3d65b-533a-490a-a3fd-46e686d3e690___FREC_Scab 3453_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/ec1bf8ec-0876-4971-8df1-20f766ac3df2___RS_HL 7666_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/aeae3ac9-437e-4f74-9ff4-48f9058e6c9e___RS_HL 7974_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/844a6049-175e-4f5b-bdf4-142866cf0bc8___RS_HL 8022_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/5345e6fb-1829-457f-ac86-6683d762c9ea___FREC_Scab 3482_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/8d45fcf9-d1c1-47b6-be37-6e3d2fde46e0___RS_HL 7261_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/9e68d5bf-8b78-4ba1-9f04-ce5c69c14d46___RS_HL 7733_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/1a899717-5445-4d2b-8035-91bc47780504___JR_FrgE.S 8806_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/4dc8e2a8-4374-488a-afc6-fd0ea7f15c88___FREC_C.Rust 3991_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/7b5603c7-76c7-4b94-9c7a-5db00fb8581d___RS_HL 6064_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/0c55b379-c6e7-4b89-959f-abc506fed437___RS_HL 5927_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/f7565e18-4946-4049-a1cd-ded7d3c09cef___JR_FrgE.S 2755_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/87ea6ae6-eaf6-468d-85cd-cded92ba526f___FREC_C.Rust 9963_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/1c4c2235-2c28-438e-8fa9-505b5d3004a0___JR_FrgE.S 8720_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/56d05ee6-f6d5-4c34-838e-4ff2c0592d5d___JR_FrgE.S 2822_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/4b934731-815b-461f-a252-a02f198f91ab___JR_FrgE.S 3032_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/ed3fa713-5de5-4298-96c1-9cf5bb830078___FREC_Scab 3105_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/7b236824-defb-40ae-8f83-76c00cf8b822___RS_HL 6222_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/36e0efb7-95ff-4707-9d35-c213159af55c___JR_FrgE.S 8673_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/84671985-6989-4451-b61d-c32dda7d7c5f___FREC_Scab 3379_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/ff0f9b3a-4ef4-4c38-9a23-516beff99192___JR_FrgE.S 3048_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/b766b27a-cc4c-432f-a6cd-48eb65bf556b___JR_FrgE.S 2921_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/8b258036-674c-4553-8e2c-408d02319a05___RS_HL 7767_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/ee93a9cb-b4e5-4ad6-874b-caff1370f5bd___RS_HL 8142_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/a0a31340-6426-4e4b-9473-4daacbc305dc___RS_HL 7644_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/cad140d1-bf93-4d65-bae8-c2e332f1346f___FREC_Scab 3426_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/427a2799-ef47-4ee9-9175-f2f850cf933e___RS_HL 8018_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/900e46e0-2f82-4062-8963-50fa06834c38___FREC_Scab 3301_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/42f558a0-c252-4949-ba12-232731aa9a6b___RS_HL 7543_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/6224ac4b-d395-4137-974b-e945c5655dbe___RS_HL 5960_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/4940cd87-695e-4f4d-8a45-5490812447cc___FREC_Scab 3044_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/1fe7faa9-61a7-4152-9a85-a57d9486af0a___JR_FrgE.S 8599_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/782b4257-75e0-46c4-8cf0-bae4f9895da6___RS_HL 7969_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/78c153fc-2118-4a91-8b39-3a0c92091097___JR_FrgE.S 3069_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/36d99a07-4a43-4416-b204-6886f71d5039___FREC_Scab 3294_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/bbf190ed-4d1d-4add-a0d9-e672860c7b1e___RS_HL 7736_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/a31cafc7-a39b-4689-83bd-4becd49ab74b___JR_FrgE.S 8760_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d61c652b-5e6d-4994-aa4c-bbde26ca0de8___RS_HL 6002_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/3ab37181-78d5-4bf2-8d20-a233d3c685aa___RS_HL 7407_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/68f559ea-dff3-43a8-a804-a491e5c4feb9___RS_HL 7909_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/9e399a72-a81f-4a43-8542-ebc4e96ba346___FREC_Scab 2930_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/5367e167-14f3-4d65-bd93-4c4b693e0bc7___FREC_C.Rust 4109_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/b8ed9a0b-1f7d-476e-907e-7c3c6936d325___RS_HL 5769_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/789c7185-b853-4638-b621-03ee71ce0c7e___JR_FrgE.S 8641_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/67bb4b6e-c398-42db-a269-7aa2e06fee3f___RS_HL 7610_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/9decdcd8-8027-4901-8da6-bd27c01e1ba1___RS_HL 5798_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/eb98c4ac-28e3-40ef-8cf4-38acddd5d774___JR_FrgE.S 3043_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/f4de145c-b5e6-4503-b04c-abc3820ca7b9___RS_HL 8099_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/f472e594-6b98-402a-a097-22f46921df9e___RS_HL 7818_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/a899313e-320c-4843-a7bc-ca7eb2a81883___JR_FrgE.S 2992_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/f45e8b2b-c220-42d2-9828-a39d46db0ca9___JR_FrgE.S 8751_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/2116b976-703d-46af-b8a0-ee3ff8e4afa4___RS_HL 5793_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/3a5916ba-0db8-4aff-a282-26f33b056832___RS_HL 8125_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/2b96d8f8-6642-4897-b43e-dde7fb2fcb2a___RS_HL 7295_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/453b09e4-6469-47f9-8599-f87e1d6eddf3___FREC_Scab 3048_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/f0963f8c-18f5-42db-853a-8d52d40d8c07___FREC_Scab 2956_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/91a935c4-659c-4344-8355-eba55d673af5___RS_HL 8189_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/334f8e1a-5989-476e-88f4-8a45c304e12c___FREC_Scab 3035_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/22c12d6a-3c17-45be-b53b-f17f1b3f5168___FREC_Scab 3206_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/86e79f38-1fcf-4581-945d-5a28ed6d6852___RS_HL 7391_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/804f69a4-cd0f-4579-9b9d-b1a032160642___JR_FrgE.S 3018_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/f0d04e6e-18c3-4c74-a56c-609b5035f358___FREC_C.Rust 4231_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/606de063-baa7-4f80-b474-6e5cf4ea010a___RS_HL 7979_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/13dba956-2c74-400e-a2ac-b06baeee5e38___RS_HL 7571_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/9efbd99b-9ac8-4c6c-9ad6-6cece321b832___RS_HL 7346_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/32550bbb-cdf1-4805-8167-27dc5a8e87d2___FREC_Scab 3195_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/eb8bf5fc-9b26-403e-aa70-a0649a749629___RS_HL 8096_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/49c357ef-7887-43d3-a478-85486e70e2d3___RS_HL 5656_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/fbd09d7f-e816-408a-946e-e4009ec8cae1___FREC_Scab 3289_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/31cd0e16-01aa-442a-af4d-1162ac8a7b81___FREC_C.Rust 9889_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/09b428ff-8046-4c05-9dc3-991b58e4a649___RS_HL 7731_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/9b75de13-d4b0-4b3f-988c-3e9926eef957___RS_HL 6273_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/40d60cf0-1311-40c7-9e7e-579e74c92027___FREC_Scab 3136_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/719f24ab-9127-4a77-9f7e-7b47acb9f977___JR_FrgE.S 8802_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/7f21c995-332c-4a60-9b18-b279917d7ffa___FREC_Scab 3277_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/4cd37f4e-557b-4317-8772-21abd1efec65___RS_HL 7420_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d8da7e4d-9520-4a25-8f29-4ff677e7c214___RS_HL 7763_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/bd55e151-34f4-46b0-8683-7315c39a7e34___RS_HL 7802_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/20ef08f2-96ae-4148-942c-3d7708cd94d8___FREC_C.Rust 9830_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/3673d121-b5de-481c-b057-d4ee5b4959b1___RS_HL 6269_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/11dc8fb3-42f9-4d14-9e20-3252e18eb802___RS_HL 6278_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/2836a80f-2aa7-46b1-8d64-0cf10037eb67___RS_HL 7268_final_masked.jpg,Apple___healthy
